ID,X_pix,Y_pix,RA_deg,Dec_deg,Fluxo,Erro_Fluxo,SNR,Mag_Inst,Erro_Mag,Std_Fundo_Local,Area_Ap,Exptime,Mag_R_Calibrada
683,1616.982128096103,781.7774305170502,276.6140983796528,-14.847876825736495,4692.644136126648,94.72780204334902,49.53819295816888,21.429051069221178,0.0219164231710427,3.344222022651961,399.5664568589252,175,14.660575538506242
11,137.32108330218728,36.77475152537596,276.73176155694165,-15.058423664164955,4653.218721796293,120.5179770258552,38.610162870540215,21.4382114547944,0.0281195395015646,3.344222022651961,399.5664568589252,175,14.669679451787816
45,1124.230144416371,75.98211643521695,276.7216354192327,-14.916098480381608,4648.162572284375,98.3178042034284,47.2769160168275,21.43939184831852,0.0229646959123467,3.344222022651961,399.5664568589252,175,14.670852568377272
1667,1080.9957486602184,1894.4978329018727,276.45020073801146,-14.929736541614146,4615.058053481625,88.44191670187242,52.18179598072776,21.44715220059252,0.0208061064130675,3.344222022651961,399.5664568589252,175,14.678565079337892
485,1980.6618270066865,573.9844473706025,276.6435873751372,-14.794513382012504,4604.511050888541,88.32570553289762,52.13104184232702,21.4496363226665,0.0208263629812685,3.344222022651961,399.5664568589252,175,14.6810338872021
1594,469.0680339042608,1797.1261538633917,276.4672985480876,-15.01762460106215,4582.173703169217,95.86684179746646,47.79727398186088,21.454916250209752,0.0227146845322606,3.344222022651961,399.5664568589252,175,14.68628126484822
1510,2367.445421417141,1703.58434902755,276.47335282498835,-14.74334858224828,4566.266339268826,91.10049580800614,50.12339723037524,21.458692023617026,0.0216605429797574,3.344222022651961,399.5664568589252,175,14.690033761224703
1532,2283.0676802660787,1724.9559401354284,276.47051321636104,-14.755612316258375,4557.062687317783,92.76971137374623,49.12231179591044,21.460882614683058,0.0221019728165641,3.344222022651961,399.5664568589252,175,14.692210847652033
825,1484.136793927897,933.4866646209352,276.5920046284963,-14.867676103171467,4552.496302041953,93.53186313988203,48.67321305503607,21.461971117483227,0.0223059036347645,3.344222022651961,399.5664568589252,175,14.693292640008947
639,2773.9663077361083,746.0787220452127,276.614548108562,-14.680695172757018,4547.981099413504,86.90238007060101,52.33436754803085,21.46304849379032,0.0207454498996969,3.344222022651961,399.5664568589252,175,14.69436337446581
336,654.4768025097634,408.76882921676855,276.6739262673978,-14.985287165994505,4539.459310540464,121.12312668898136,37.478055881077424,21.46508480258653,0.0289689519500441,3.344222022651961,399.5664568589252,175,14.696387129748492
1113,571.6906115994794,1264.2025205496452,276.54646791389496,-15.000697112852473,4537.582047538512,102.10608493053525,44.43987888308045,21.465533894389846,0.0244307596529782,3.344222022651961,399.5664568589252,175,14.696833452973662
