ID,X_pix,Y_pix,RA_deg,Dec_deg,Fluxo,Mag_Inst,Std_Fundo,Area_Ap,Exptime,Mag_R_Calibrada
64,69.95084133826629,181.8511585968921,276.71036438471475,-15.068740166596692,15468.18742099672,-4.866003442238661,3.344222022651961,710.3422573430399,175,13.42921624370798
482,1133.271197122931,1051.9065929472465,276.57580271108867,-14.918800191602609,15360.95478186669,-4.858450405089578,3.344222022651961,710.3422573430399,175,13.436769280857064
900,246.6369582139583,1944.0904614720996,276.44628092710605,-15.050288125298064,15247.963226429189,-4.850434468048921,3.344222022651961,710.3422573430399,175,13.44478521789772
199,1258.6596309923202,432.5197772064734,276.6677892284728,-14.898164455206269,15205.160250150191,-4.847382382330615,3.344222022651961,710.3422573430399,175,13.447837303616026
419,1431.6192163467044,911.123733467731,276.5955664105836,-14.87516482453065,15113.818840560503,-4.840840409058452,3.344222022651961,710.3422573430399,175,13.45437927688819
553,529.571275245882,1197.5543153921155,276.5566026710947,-15.006507454733503,15083.543070192332,-4.838663297618918,3.344222022651961,710.3422573430399,175,13.456556388327723
72,589.8511362850495,189.48700550159384,276.7069758286212,-14.993718903678069,14980.043010521504,-4.831187529050249,3.344222022651961,710.3422573430399,175,13.464032156896392
655,45.74631762949051,1374.4094032762464,276.53223064552367,-15.077019872928828,14963.393432092444,-4.829980115733343,3.344222022651961,710.3422573430399,175,13.4652395702133
65,1202.1979668910112,181.61110393004907,276.70551718362435,-14.90527881207504,14893.686015763496,-4.824910363127792,3.344222022651961,710.3422573430399,175,13.47030932281885
923,1428.88005439194,1997.963194155156,276.4333092882219,-14.879963315365483,14862.459620310634,-4.822631597527737,3.344222022651961,710.3422573430399,175,13.472588088418904
432,2580.9270524224635,937.0135404251688,276.5868608382314,-14.70936522155247,14725.241358224826,-4.812560933143683,3.344222022651961,710.3422573430399,175,13.482658752802958
788,1395.7747717550735,1665.6719435188993,276.48305044286377,-14.883404309206654,14635.606371915492,-4.80593167958212,3.344222022651961,710.3422573430399,175,13.489288006364522
467,1060.6723375943172,1021.382018589674,276.5806690764082,-14.929153773570242,14542.671528364825,-4.799015365611732,3.344222022651961,710.3422573430399,175,13.49620432033491
468,1193.7522208158457,1022.5082138457576,276.579937661661,-14.909951741912874,14354.261987423,-4.784857049566355,3.344222022651961,710.3422573430399,175,13.510362636380286
242,628.9289206267722,528.2878488205997,276.6561755223136,-14.989462649078629,14319.979293706652,-4.782260853270517,3.344222022651961,710.3422573430399,175,13.512958832676123
858,586.7224294602461,1842.789934921581,276.4599858996474,-15.000833436778947,14140.018917329086,-4.768529854497664,3.344222022651961,710.3422573430399,175,13.526689831448977
9,1727.5950044028898,36.51713607069703,276.7249389697085,-14.82880917770129,14061.95498363371,-4.762519136533995,3.344222022651961,710.3422573430399,175,13.532700549412645
