ID,X_pix,Y_pix,RA_deg,Dec_deg,Fluxo,Erro_Fluxo,Mag_Inst,Erro_Mag_Inst,Std_Fundo_Local,Area_Ap,Exptime
320,320.3435889644395,925.0207712998376,276.5902630834861,-15.063820912504893,104270.34073213092,376.47063880908337,-6.550551960120837,0.003919946647197158,6.170904497861218,625.9983263132058,250
120,105.06142297039914,345.3220441902247,276.67769382103893,-15.092475088002859,95988.84601703647,783.7320582690604,-6.460701904807202,0.008864549694781187,22.952739556534908,625.9983263132058,250
104,1837.2743762257444,296.11931780024725,276.6776719377767,-14.842578608450745,95375.24346571538,356.8769275520949,-6.453739127304752,0.00406249322322926,5.702238330024517,625.9983263132058,250
642,1056.974833930133,1947.8928857915682,276.4345506969382,-14.961751458489088,93576.32338738872,368.97754310779936,-6.433064922735995,0.004280985873891755,6.578217738816292,625.9983263132058,250
243,1985.9391467823395,715.7760855610738,276.6144615961401,-14.822890096976826,86137.79346014862,342.8632604841254,-6.343134334593714,0.00432152516281757,5.651339053332542,625.9983263132058,250
507,2689.2122570914107,1410.3047068063524,276.50794618291525,-14.724325127708608,84783.3622973219,348.5319734454227,-6.325926567352244,0.004463153539991752,6.107266853807112,625.9983263132058,250
456,1450.5078106337528,1283.7644073482106,276.5320021356411,-14.902400481302703,84314.37200350262,340.09227343893855,-6.319904002361437,0.004379302988312794,5.6451262569078855,625.9983263132058,250
459,2914.071019909881,1290.1449245754688,276.52491410872085,-14.691407284640226,83870.05400357349,339.2552857303949,-6.314167284964735,0.0043916683742900205,5.633924470582586,625.9983263132058,250
575,2550.253688189798,1671.166441896138,276.4696362573015,-14.745416154965051,82622.39939395012,344.1071777970325,-6.297894485677242,0.004521741872357125,6.031576830914519,625.9983263132058,250
628,1600.2806649737718,1898.9427829164786,276.43961087073984,-14.883266352598246,81733.93091367668,330.71253932352255,-6.286155944296263,0.004392968745413261,5.300421216659168,625.9983263132058,250
129,1905.3249211471955,360.8519327143767,276.6677290278663,-14.8330369715045,79096.6310724811,335.0010721677744,-6.250544943771125,0.004598307906682678,5.803243944847816,625.9983263132058,250
658,56.04811972227351,2049.7609208162944,276.4234596350544,-15.106334210028233,77396.91722923826,2513.141208485938,-6.2269591352922,0.03525356703771181,79.63528674583026,625.9983263132058,250
440,1968.1985015146581,1235.2988494269362,276.5370630513145,-14.827577019714134,74703.12090350251,325.3720410206351,-6.188496843061111,0.004728804107025479,5.628486171962121,625.9983263132058,250
651,96.38150987485581,1991.9580317605325,276.43192413537975,-15.100302029250653,72764.30737387098,475.39558779534383,-6.159945977708853,0.007093271526896236,12.48094376969731,625.9983263132058,250
230,746.1589165918213,679.5575200085235,276.6251042729663,-15.001462567780305,71278.46776985028,324.49005800581045,-6.137545866727696,0.004942570554608997,5.8803535119717365,625.9983263132058,250
311,962.5954277237822,885.6191263418216,276.59344651062776,-14.971110823213348,70902.51781074627,321.5392658830246,-6.131804122409388,0.004923593572530221,5.746552841943254,625.9983263132058,250
639,2969.045501721031,1923.5574360227963,276.43026691672515,-14.686039246337216,70624.4023481033,546.327946874017,-6.127536942494163,0.008398630391200047,15.21915146757608,625.9983263132058,250
290,2278.639087661837,834.3459236360869,276.5955430568018,-14.781173197335118,68180.02359471447,331.3403140483321,-6.089292846287365,0.005276269499416279,6.503483723292762,625.9983263132058,250
653,1849.6806540746627,2016.2385797535396,276.4210837849178,-14.847783096806829,67931.6556051186,316.4246842660717,-6.085330476279327,0.005057175136502759,5.720662303787912,625.9983263132058,250
539,899.991960973667,1529.6530593856894,276.4976101932523,-14.982722323517146,64588.92855192593,313.2619297619561,-6.030545178846159,0.005265739574378097,5.839480543919883,625.9983263132058,250
153,1746.9967136038588,418.6017728456141,276.6597915003477,-14.856108702914002,64540.368618028064,311.3324096389588,-6.02972858211754,0.005237243052414179,5.737924228290386,625.9983263132058,250
214,2485.403634584877,614.4156992027565,276.62745469266656,-14.750441253379936,62150.57826433383,325.7067714268318,-5.98876291276893,0.005689727298016824,6.6829476500205365,625.9983263132058,250
83,524.5072341400769,247.53778496392277,276.6905080259068,-15.031625923085182,60752.07576673356,312.2700103092728,-5.9640527818820726,0.005580575575631992,6.113032423159032,625.9983263132058,250
449,1681.5260975517356,1254.9884114217427,276.53532779791107,-14.86898407959519,56573.72423595574,290.890616926913,-5.886686901301682,0.005582449221132033,5.339285952797015,625.9983263132058,250
